OBJECTID,ID,ישוב,שימוש עיקרי,אוכלוסיה ב-2018,שטח מטר רבוע,סוג אזור,USETYPECOD,הרוגים,פצועים קשה,פצועים קל,הולכי רגל שנפגעו,נפגעים בגילאי 0-19,נפגעים בגילאי 20-64,נפגעים בגילאי 65 ומעלה,סהכ נפגעים,סהכ נהגים מעורבים,אופנועים,משאיות מעל 3.5 טון,אופניים,רכבים פרטיים,סהכ כלי רכב מעורבים,Shape_Length,Shape_Area,סהכ תאונות,תאונות לקילומטר רבוע,CITYCODE
2158,1734,חיפה,מגורים,2179,677364,מגורים,1,0,0,27,1,3,22,2,27,24,1,0,0,22,24,3752.676774,677363.8947,13,19.19204744,4000
2159,2439,באר שבע,שטח פתוח,0,497246,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3793.052999,497246.4709,0,0,9000
2160,685,נתניה,מגורים,1884,739543,מגורים,1,1,2,8,5,1,7,3,11,16,0,0,1,9,16,3547.76108,739543.0693,10,13.52186291,7400
2161,2297,חיפה,נמל,0,1501915,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290.295609,1501915.069,0,0,4000
2162,1327,בית חורון,מגורים,1362,1764055,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995.391714,1764054.934,0,0,
2163,278,יהוד,שטח פתוח,0,784611,פנאי/טבע/ספורט,3,1,1,9,0,2,8,1,11,10,2,2,0,5,10,4283.98914,784611.3081,5,6.372582129,
2164,1953,שפרעם,מגורים,2911,1517539,מגורים,1,2,3,64,2,13,51,5,69,53,0,5,0,39,53,6155.582517,1517539.02,26,17.13300261,8800
2165,904,נופך נחלים בארות יצחק מזור רינתיה,מגורים,5342,11928486,מגורים,1,2,19,78,3,18,71,9,99,93,18,3,0,58,93,15504.21244,11928485.93,52,4.359312684,
2166,1571,סבסטיה,לא ידוע,0,38935414,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29203.73504,38935413.84,0,0,
2167,2532,קרית מלאכי,מגורים+ בסיס צבאי,1276,783550,מגורים,1,0,1,2,1,1,2,0,3,3,0,0,0,3,3,3702.228344,783549.6721,2,2.552486551,1034
2168,522,ראשון לציון,מגורים,5273,467785,מגורים,1,0,1,34,7,9,19,7,35,37,2,0,1,25,37,3608.993592,467784.8618,21,44.89243179,8300
2169,2150,עמיעד אליפלט כורזים,מגורים,1417,36675171,מגורים,1,0,3,64,0,19,43,4,67,48,2,2,0,40,48,31793.71773,36675171.25,25,0.681660075,
2170,1164,ירושלים,מגורים,5039,234805,מגורים,1,0,1,6,7,3,2,0,7,5,0,0,0,1,5,2723.839179,234804.9032,5,21.29427423,3000
2171,371,הוד השרון,תעשיה,0,875719,תעשיה/מסחר/מתקנים,4,0,0,1,0,0,1,0,1,2,1,0,0,1,2,5042.227701,875718.6929,1,1.141919212,9700
2172,1806,קרית ביאליק,מגורים,5831,668587,מגורים,1,0,4,55,7,11,38,9,59,60,3,1,1,48,60,4974.860603,668587.4919,32,47.86209791,9500
2173,1013,רמת השרון,שטח פתוח,0,459060,פנאי/טבע/ספורט,3,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2899.52123,459059.8343,1,2.17836527,2650
2174,2369,באר שבע,שטח פתוח,0,3231866,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8691.764246,3231865.909,0,0,9000
2175,631,כפר סבא,מגורים,3575,350681,מגורים,1,0,3,29,1,4,21,7,32,37,5,0,0,27,37,3000.558163,350681.0541,20,57.03188058,6900
2176,1257,ירושלים,מגורים,1031,262209,מגורים,1,1,11,71,22,12,47,17,83,97,19,1,0,53,97,2182.931704,262208.5832,58,221.1979459,3000
2177,208,רמת גן,מגורים,4386,358687,מגורים,1,0,2,17,8,6,8,5,19,20,7,0,0,10,20,2678.046279,358686.98,14,39.03124669,8600
2178,1899,ציפורי הסוללים הושעיה שמשית,מגורים,6467,39081729,מגורים,1,5,24,287,5,77,229,9,316,217,5,11,0,167,217,34879.0581,39081728.91,101,2.584327838,
2179,850,שפיים געש ארסוף רשפון,מגורים,3651,11878171,מגורים,1,3,5,64,1,2,63,7,72,68,9,4,0,45,68,15405.96485,11878170.56,34,2.862393652,
2180,2222,אום אל-פחם,מגורים,5641,863966,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4501.666588,863965.9457,0,0,2710
2181,1492,מבשרת ציון,מגורים,2105,727407,מגורים,1,2,0,23,0,2,23,0,25,14,0,2,0,10,14,3881.300701,727407.3532,9,12.37270968,1015
2182,443,פתח תקווה,שטח פתוח,0,729437,פנאי/טבע/ספורט,3,0,0,5,0,0,5,0,5,8,2,1,0,4,8,4108.62657,729437.336,5,6.854598405,7900
2183,1110,ירושלים,מגורים,6285,244478,מגורים,1,0,1,10,1,6,5,0,11,9,0,0,0,4,9,2522.20832,244477.5176,5,20.45177835,3000
2184,61,תל אביב - יפו,בסיס צבאי,543,466703,מוסדי/ציבורי,2,0,13,93,24,3,87,12,106,155,30,1,10,71,155,3767.399631,466702.5403,88,188.5569338,5000
2185,1736,חיפה,מגורים,4921,2994778,מגורים,1,1,2,46,5,10,27,12,49,49,1,0,0,44,49,9528.052405,2994777.608,25,8.347865276,4000
2186,2441,באר שבע,שטח פתוח,0,1713922,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6101.622903,1713922.416,0,0,9000
2187,703,נתניה,מגורים,13625,1190278,מגורים,1,0,0,8,4,5,3,0,8,8,0,1,0,6,8,5491.028442,1190277.703,5,4.20070038,7400
2188,2059,חרשים,מגורים,329,2999595,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10275.09197,2999594.814,0,0,
2189,1329,פסגות,מגורים,1903,14847117,מגורים,1,8,9,102,3,22,94,1,119,91,2,5,0,55,91,22436.74459,14847117.26,43,2.896185114,
2190,280,יהוד,מגורים,3526,570217,מגורים,1,0,1,6,4,1,4,2,7,9,1,0,0,7,9,3211.563894,570217.2373,6,10.52230555,
2191,1971,טמרה,תעשיה ושטח פתוח,0,13019169,תעשיה/מסחר/מתקנים,4,3,14,137,0,36,106,11,154,121,2,2,0,108,121,21416.69989,13019168.55,50,3.840491026,8900
2192,922,מבוא מודיעים,מגורים,254,2439687,מגורים,1,4,1,22,0,7,20,0,27,15,0,2,0,11,15,8439.472075,2439687.099,7,2.869220402,
2193,1589,אריאל,מגורים,1062,8693000,מגורים,1,2,7,153,2,32,124,4,162,138,2,6,0,96,138,12408.16779,8693000.424,68,7.822385447,
2194,2550,ערערה-בנגב,מגורים,17640,19523065,מגורים,1,2,9,35,0,12,33,1,46,27,0,0,0,15,27,19992.45258,19523065.2,13,0.665879044,
2195,540,ראשון לציון,תעשיה,0,1112722,תעשיה/מסחר/מתקנים,4,1,3,32,6,2,30,4,36,44,8,0,1,26,44,4953.221682,1112722.342,24,21.56872302,8300
2196,2152,מג'דל שמס נווה אטיב,מגורים,11160,80487798,מגורים,1,2,3,77,0,27,51,4,82,57,1,1,1,43,57,51150.56804,80487797.53,34,0.422424281,
2197,1182,עמק הארזים,לא ידוע,0,1005106,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985.534108,1005105.919,0,0,
2198,133,הרצליה,מגורים,5438,500644,מגורים,1,0,1,26,3,8,13,5,27,27,2,0,1,20,27,3473.011152,500643.5182,15,29.96143854,6400
2199,1808,קרית ביאליק,מגורים,3909,332360,מגורים,1,0,0,9,0,2,5,2,9,6,0,0,0,5,6,2640.708663,332359.8985,2,6.017573146,9500
2200,775,אשדוד,מגורים,2332,888348,מגורים,1,0,0,6,1,3,3,0,6,3,0,0,0,2,3,3633.715063,888347.9805,2,2.251370008,70
2201,2387,באר שבע,תעשיה,0,1652751,תעשיה/מסחר/מתקנים,4,1,4,92,1,11,81,4,97,95,3,0,0,73,95,7363.14571,1652751.173,44,26.62227728,9000
2202,633,כפר סבא,מגורים,788,209203,מגורים,1,0,2,3,1,0,5,0,5,6,0,1,0,5,6,1970.418821,209202.7441,4,19.12020809,6900
2203,1275,ירושלים,מגורים,899,383637,מגורים,1,0,5,18,5,4,16,3,23,32,8,0,1,17,32,3866.462953,383637.084,17,44.312713,3000
2204,226,אור יהודה,מגורים,7253,422305,מגורים,1,0,5,11,8,4,9,3,16,21,2,0,1,14,21,2869.349172,422304.7985,15,35.51936907,2400
2205,1917,נצרת,מגורים,8369,706336,מגורים,1,1,3,21,2,10,14,1,25,24,2,1,0,19,24,4552.73325,706335.9442,11,15.57332611,7300
2206,868,טירה,מגורים,1369,426081,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948.87549,426081.1697,0,0,2720
2207,2224,אום אל-פחם,מגורים,5764,1332169,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5375.272592,1332169.211,0,0,2710
2208,1510,כביש מעלה אדומים דרום,לא ידוע,0,2099910,עתידי/לא ידוע,5,0,4,11,1,3,10,2,15,14,0,3,0,8,14,13245.51886,2099910.037,8,3.809687015,
2209,461,באר יעקב,שטח פתוח,0,643408,פנאי/טבע/ספורט,3,0,2,12,0,1,13,0,14,15,1,0,1,9,15,3887.6159,643408.3566,7,10.87956028,2530
2210,1112,ירושלים,מגורים,3495,321587,מגורים,1,0,1,9,6,0,7,2,10,15,1,0,1,11,15,2476.97248,321587.4412,10,31.09574169,3000
2211,79,תל אביב - יפו,מגורים+ מתקן ספורט,1399,282456,מגורים,1,1,11,118,26,7,96,22,130,191,46,2,8,95,191,2080.855295,282456.3721,105,371.7388255,5000
2212,2459,עומר,מגורים,7586,8574684,מגורים,1,3,10,48,0,13,44,4,61,47,1,2,0,34,47,14330.66635,8574684.431,25,2.915559191,666
2213,705,נתניה,מתחם ציבורי,0,478994,מוסדי/ציבורי,2,0,0,11,1,2,8,1,11,19,5,0,2,10,19,2798.041812,478993.6708,10,20.87710258,7400
2214,2077,כרמיאל,מגורים+ מכללה אקדמאית,4504,1010694,מגורים,1,0,1,25,4,1,22,3,26,20,1,0,0,17,20,4267.07729,1010694.164,12,11.87302789,1139
2215,1347,העיר העתיקה אל-בירה,לא ידוע,0,561917,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4515.175468,561916.7032,0,0,
2216,298,בת ים,מיועד למגורים,0,433997,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915.07994,433996.5421,0,0,6200
2217,1989,עכו,תעשיה ומלאכה,0,574047,תעשיה/מסחר/מתקנים,4,0,0,15,0,0,14,1,15,11,0,0,0,9,11,3241.449447,574047.4968,5,8.71008066,7600
2218,940,בני ראם,מגורים,1388,4007040,מגורים,1,0,1,35,1,7,25,3,36,29,1,1,0,25,29,9539.946348,4007040.053,15,3.743411546,
2219,1607,בית אריה,מגורים,5139,15510658,מגורים,1,0,1,18,0,1,18,0,19,19,0,1,0,14,19,28397.94831,15510657.79,9,0.580246184,
2220,558,ראשון לציון,מסחר ותחבורה,0,240138,תעשיה/מסחר/מתקנים,4,1,6,32,1,5,27,7,39,46,6,1,1,29,46,2016.887436,240138.2148,22,91.61390667,8300
2221,2170,טבריה,מגורים,9248,2029740,מגורים,1,0,2,19,2,8,11,2,21,21,4,0,0,15,21,7165.004186,2029739.921,14,6.897435408,6700
2222,1184,ירושלים,מגורים,726,316238,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799.394712,316237.5233,0,0,3000
2223,151,הרצליה,מגורים,3851,203418,מגורים,1,0,1,20,3,3,16,2,21,25,4,0,3,15,25,2201.753204,203418.0248,14,68.82379285,6400
2224,1826,קרית אתא,שטח פתוח,0,502117,פנאי/טבע/ספורט,3,0,0,1,0,0,1,0,1,1,0,0,0,1,1,2824.044248,502117.34,1,1.991566354,6800
2225,777,אשדוד,מגורים,10456,392455,מגורים,1,2,5,85,33,21,58,11,92,85,4,0,2,64,85,2555.818909,392454.7879,58,147.7877243,70
2226,2405,באר שבע,שטח פתוח,0,6690371,פנאי/טבע/ספורט,3,2,3,8,0,4,8,1,13,8,0,0,0,7,8,11166.82994,6690371.357,4,0.597874137,9000
2227,1419,בית שמש,שטח פתוח,0,664538,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4076.593286,664538.2409,0,0,2610
2228,1037,קרית שדה התעופה,תעשיה,0,1012593,תעשיה/מסחר/מתקנים,4,0,1,3,0,1,2,1,4,4,0,0,0,4,4,3848.141558,1012593.093,2,1.975127042,
2229,244,בני ברק,מגורים,12371,305833,מגורים,1,0,4,28,20,16,11,4,32,37,7,1,2,20,37,2657.784373,305833.3256,28,91.55313582,6100
2230,1679,חיפה,מגורים,2554,225228,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.183456,225228.2875,0,0,4000
2231,886,ניר אליהו,מגורים,549,5433539,מגורים,1,3,6,42,1,9,40,2,51,43,4,3,0,33,43,14174.61916,5433538.825,21,3.864884503,
2232,2242,כפר קרע,מגורים,6555,1689776,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6219.567932,1689775.659,0,0,654
2233,1512,עזרייה,לא ידוע,0,4054803,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13107.55526,4054802.752,0,0,
2234,479,לוד,מגורים,2289,413219,מגורים,1,0,0,3,2,0,3,0,3,4,0,0,0,3,4,3305.776677,413218.6859,3,7.260078265,7000
2235,1130,ירושלים,מגורים,7872,238378,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2722.596807,238377.576,0,0,3000
2236,81,תל אביב - יפו,מגורים,6343,425895,מגורים,1,2,12,105,28,33,78,7,119,179,45,1,10,90,179,2636.99209,425895.4983,93,218.3634257,5000
2237,1772,טירת כרמל,מיועד למגורים,0,280963,עתידי/לא ידוע,5,0,0,38,0,8,26,2,38,29,1,1,0,23,29,2186.400683,280962.9593,13,46.26944431,2100
2238,2477,קרית גת,מגורים,3608,364659,מגורים,1,1,0,8,5,3,5,1,9,11,1,0,0,9,11,2606.439616,364658.812,7,19.1960259,2630
2239,723,ראש העין,מגורים,5057,685912,מגורים,1,0,2,14,8,5,10,1,16,14,1,0,0,12,14,3582.788432,685912.3632,10,14.57912197,2640
2240,2095,מצפה נטופה,מגורים,1002,3679112,מגורים,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,10306.40943,3679112.416,1,0.271804687,
2241,1365,בטן אל-הווא,לא ידוע,0,1361070,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4886.646326,1361069.959,0,0,
2242,316,חולון,מגורים,2941,260693,מגורים,1,0,2,14,3,2,10,4,16,19,2,0,1,15,19,2352.48261,260692.7317,9,34.5234021,6600
2243,2007,שומרה שתולה אבן מנחם כפר רוזנואלד (זרעית),מגורים,1182,24227687,מגורים,1,0,3,22,0,8,16,1,25,15,1,1,0,11,15,23083.81689,24227687.42,10,0.412750909,
2244,958,אשדוד,שטח פתוח,0,3697982,פנאי/טבע/ספורט,3,2,3,36,0,7,30,4,41,40,6,2,1,29,40,10569.88184,3697981.672,19,5.13793785,70
2245,1609,כובר,לא ידוע,0,20394586,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18693.60768,20394586.44,0,0,
2246,2314,בירייה עמוקה,מגורים,979,21252576,מגורים,1,0,2,26,0,4,20,4,28,27,2,2,0,18,27,30949.00071,21252576.02,15,0.705796793,
2247,560,ראשון לציון,שטח פתוח,0,660612,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240.545759,660612.3422,0,0,8300
2248,1202,ירושלים,שטח פתוח,0,701121,פנאי/טבע/ספורט,3,0,0,3,0,0,3,0,3,5,0,0,1,3,5,4742.180249,701121.3385,2,2.852573286,3000
2249,2574,ביצרון חצור-אשדוד נווה מבטח מפעלי כנות כנות,מגורים+מוסדי+תעשיה,3007,15073182,מגורים,1,0,2,6,1,1,6,1,8,11,1,1,1,6,11,25255.22444,15073182.2,6,0.39805795,
2250,153,הרצליה,מגורים,3683,828909,מגורים,1,0,1,10,1,4,6,1,11,11,1,1,0,7,11,4993.202315,828908.5072,6,7.238434577,6400
2251,1844,קרית אתא,תעשיה,0,827900,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4362.330008,827899.5842,0,0,6800
2252,795,גדרה,בסיס צבאי,0,1435135,מוסדי/ציבורי,2,2,3,26,1,7,22,2,31,32,2,8,0,16,32,6470.413338,1435134.742,16,11.14877895,2550
2253,2423,באר שבע,מגורים,5032,412252,מגורים,1,0,1,27,4,7,17,3,28,27,0,2,0,21,27,2955.983757,412251.9016,15,36.38552046,9000
2254,1437,שמורת טבע נחל דולב,שמורת טבע,0,577360,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105.488027,577360.0178,0,0,
2255,388,רעננה,שטח פתוח,0,240452,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947.958323,240451.6795,0,0,8700
2256,1055,ירושלים,מגורים,5842,522815,מגורים,1,0,0,4,2,2,1,1,4,6,1,0,0,2,6,3388.103284,522815.2603,4,7.650886085,3000
2257,6,תל אביב - יפו,מגורים,1190,1097180,מגורים,1,0,3,2,0,0,3,2,5,8,1,0,0,7,8,5059.870168,1097179.967,4,3.64571002,5000
2258,1681,חיפה,מגורים+ בית חולים,4954,562785,מגורים,1,0,7,117,35,40,80,4,124,122,16,0,1,92,122,3136.311764,562784.7982,70,124.3814691,4000
2259,888,ירקונה גני עם,מגורים,608,1331032,מגורים,1,0,0,1,0,0,1,0,1,2,0,1,0,1,2,6563.379268,1331032.194,1,0.751296629,
2260,2260,פרדס חנה-כרכור,מגורים,8240,6017487,מגורים,1,1,10,87,19,14,70,14,98,101,4,1,1,83,101,11868.58766,6017487.426,57,9.47239204,
2261,1530,בית ג'אלא,לא ידוע,0,2885796,עתידי/לא ידוע,5,0,1,21,1,4,18,0,22,15,0,0,1,11,15,7069.721076,2885796.47,7,2.425673491,
2262,481,לוד,מגורים,4117,725073,מגורים,1,0,1,14,2,5,8,2,15,11,1,0,0,9,11,3916.146391,725072.8632,7,9.654202157,7000
2263,1148,ירושלים,מגורים,10850,213033,מגורים,1,0,1,7,5,2,4,2,8,12,1,0,1,6,12,2003.739476,213032.929,8,37.55287991,3000
2264,99,תל אביב - יפו,מגורים,3624,447759,מגורים,1,0,9,50,22,2,37,7,59,74,18,2,7,19,74,2730.458004,447759.2719,46,102.7337743,5000
2265,1790,קרית ים,מגורים,6054,350828,מגורים,1,0,1,8,5,2,6,1,9,9,0,0,0,8,9,2884.831513,350828.2681,7,19.95278213,9600
2266,2495,אשקלון,מגורים,486,525486,מגורים,1,2,1,63,11,7,46,12,66,69,6,1,0,54,69,3118.870099,525485.5289,40,76.12007905,7100
2267,741,מודיעין-מכבים-רעות*,מגורים,6732,558408,מגורים,1,0,1,15,1,2,13,1,16,15,0,0,0,12,15,4047.768631,558407.5091,8,14.32645491,1200
2268,2097,עצמון שגב יעד רקפת,מגורים,2851,9563545,מגורים,1,0,3,122,0,40,79,6,125,84,1,0,1,75,84,17360.28396,9563545.424,45,4.705367937,
2269,1383,אזור תעשיה צפוני,תעשיה,0,175287,תעשיה/מסחר/מתקנים,4,0,0,7,1,1,4,1,7,7,1,0,1,4,7,2025.20109,175286.5834,4,22.81977276,
2270,334,חולון,מגורים,3971,313108,מגורים,1,2,4,68,12,8,54,10,74,89,12,2,2,67,89,2647.020783,313108.407,45,143.7201908,6600
2271,2009,אילון גורן יערה גורנות הגליל,מגורים,2374,22008384,מגורים,1,0,5,29,0,2,23,8,34,28,1,2,0,24,28,28144.51837,22008384.02,16,0.726995675,
2272,960,חנין דרום לאוטובוסים,מתקן תחבורה,0,215448,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.126316,215447.8058,0,0,
2273,1627,אידנא / בית עווא,לא ידוע,0,72558877,עתידי/לא ידוע,5,0,0,12,0,0,12,0,12,8,0,0,0,4,8,54522.75901,72558877.36,4,0.055127645,
2274,2332,עפולה,מגורים,5440,1281345,מגורים,1,0,1,16,0,3,14,0,17,13,0,0,0,11,13,4547.493099,1281345.281,6,4.682578608,7700
2275,578,רחובות,מגורים,4261,304435,מגורים,1,0,0,14,8,6,5,3,14,15,1,0,0,14,15,2420.470104,304434.9428,11,36.13251454,8400
2276,1220,ירושלים,שטח פתוח,0,1913404,פנאי/טבע/ספורט,3,0,2,9,3,1,8,1,11,11,0,0,0,9,11,6718.177982,1913404.27,7,3.65840095,3000
2277,2576,ערוגות כפר אחים חצב תלמי יחיאל אחווה ינון,מגורים+ מכללה אקדמאית,6012,22102967,מגורים,1,2,5,73,5,13,63,4,80,58,0,1,1,48,58,31530.91765,22102967.12,29,1.312041041,
2278,171,רמת השרון,מתקן הנדסה,0,1192576,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5270.58771,1192575.98,0,0,2650
2279,1862,פוריידיס,מגורים,3001,1171154,מגורים,1,3,5,93,0,9,87,5,101,77,1,2,0,66,77,5495.26454,1171153.594,37,31.59278183,537
2280,813,יבנה,מגורים,6730,470364,מגורים,1,0,0,18,4,7,9,2,18,17,2,0,0,13,17,2951.55866,470364.0574,10,21.26012786,2660
2281,2425,באר שבע,מגורים,3160,412516,מגורים,1,0,0,4,2,0,3,1,4,6,0,0,0,4,6,2887.048907,412515.8551,4,9.696596993,9000
2282,1455,ביתר עילית,מגורים,3477,712271,מגורים,1,0,4,16,5,6,13,1,20,13,0,0,1,8,13,3425.935064,712270.5165,8,11.2316877,
2283,406,גבעת שמואל,מגורים,2883,200731,מגורים,1,0,3,31,2,6,26,2,34,34,9,3,1,20,34,1923.61661,200730.5385,19,94.65425712,681
2284,1057,ירושלים,מגורים,1524,313830,מגורים,1,0,0,10,0,1,9,0,10,8,0,0,0,5,8,2929.204651,313830.3347,4,12.74574048,3000
2285,8,תל אביב - יפו,מגורים,3569,536994,מגורים,1,0,1,20,5,4,13,4,21,29,4,0,0,20,29,2931.876731,536993.6077,19,35.38217164,5000
2286,1699,חיפה,מגורים,4098,465174,מגורים,1,0,1,7,3,3,3,2,8,15,1,0,2,11,15,2969.056732,465174.4131,8,17.19785047,4000
2287,650,כפר סבא,מגורים,3288,901448,מגורים,1,0,0,5,1,2,3,0,5,9,2,0,0,6,9,5182.051426,901447.7422,5,5.546633228,6900
2288,2278,חדרה,תעשיה,0,2825833,תעשיה/מסחר/מתקנים,4,0,0,17,2,0,16,1,17,21,1,3,0,16,21,9387.007508,2825832.513,12,4.246536179,6500
2289,1292,מעלה אדומים,מגורים,2416,794052,מגורים,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,3915.857728,794051.6108,1,1.259363984,
2290,499,נס ציונה,תעשיה ומסחר,0,493850,תעשיה/מסחר/מתקנים,4,0,1,25,1,2,16,8,26,21,0,0,0,19,21,3683.413471,493850.1802,11,22.2739617,7200
2291,1934,נוף הגליל,תעשיה,0,1641852,תעשיה/מסחר/מתקנים,4,0,5,9,0,5,9,0,14,13,1,0,0,9,13,6823.983679,1641851.561,8,4.872547671,1061
2292,117,תל אביב - יפו,מגורים,3282,766410,מגורים,1,0,4,25,6,3,22,1,29,37,11,0,3,15,37,3711.898933,766409.5211,21,27.40049467,5000
2293,1536,מעלה עמוס אספר,מגורים,1370,13967538,מגורים,1,0,0,4,0,0,4,0,4,4,0,0,0,2,4,18501.46043,13967538.06,1,0.071594579,
2294,2497,אשקלון,מכללה אקדמאית ואצטדיון,903,495531,מוסדי/ציבורי,2,0,1,10,4,0,7,4,11,11,1,0,0,8,11,3248.655915,495531.4005,7,14.1262491,7100
2295,759,אשדוד,מגורים,2622,298607,מגורים,1,0,0,2,0,0,2,0,2,4,0,0,0,4,4,2377.653059,298607.3571,2,6.697758621,70
2296,2115,מגאר,מגורים,5883,5333393,מגורים,1,1,1,43,0,10,33,2,45,27,1,0,0,20,27,12877.55943,5333393.409,13,2.437472544,481
2297,1385,בית שמש,מגורים,2870,298441,מגורים,1,2,3,11,3,5,9,2,16,25,0,0,0,21,25,2556.584708,298441.4073,7,23.4551903,2610
2298,336,חולון,מגורים,5017,387150,מגורים,1,1,10,81,12,19,60,12,92,111,16,0,2,78,111,2746.086718,387150.024,59,152.3957028,6600
2299,2027,ירכא,מגורים,4693,7293349,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15210.66054,7293348.826,0,0,502
2300,978,נתניה,מגורים,3072,750915,מגורים,1,0,0,8,1,0,8,0,8,9,1,0,0,7,9,3471.15222,750915.0391,5,6.658542897,7400
2301,1645,מוסקוביה,לא ידוע,0,2410371,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6568.179405,2410370.832,0,0,
2302,2350,חיפה,שטח פתוח,0,5315517,פנאי/טבע/ספורט,3,0,3,30,0,4,25,3,33,36,4,2,1,26,36,12778.71917,5315516.781,17,3.198183864,4000
2303,596,רחובות,מגורים,3547,597776,מגורים,1,0,1,24,1,8,15,1,25,31,4,1,3,19,31,3829.734721,597775.5087,16,26.76590086,8400
2304,1238,ירושלים,מגורים+ בית חולים,4034,230467,מגורים,1,0,1,8,1,3,6,0,9,15,2,0,1,8,15,2683.857764,230466.6939,7,30.37315233,3000
2305,2594,מפעלי מישור רותם,תעשיה,0,353453292,תעשיה/מסחר/מתקנים,4,5,14,46,1,9,49,7,65,37,0,8,0,24,37,96842.07258,353453292.3,19,0.053755335,
2306,189,רמת גן,מגורים,4812,686569,מגורים,1,1,7,51,19,1,46,11,59,76,14,2,4,41,76,4294.698416,686569.0509,49,71.36936909,8600
2307,1864,חוף הכרמל,פנאי ונופש,0,8322951,פנאי/טבע/ספורט,3,0,2,27,0,2,25,2,29,24,1,2,0,18,24,19177.7947,8322950.908,14,1.682095708,5515
2308,831,זמר,מגורים,6939,8168962,מגורים,1,0,1,24,1,4,20,1,25,22,1,2,0,17,22,13580.81233,8168962.147,14,1.713803999,1290
2309,2187,מעוז חיים כפר רופין נווה איתן,מגורים,1285,37653538,מגורים,1,0,0,12,0,4,7,1,12,12,1,0,0,8,12,35388.60453,37653537.92,6,0.159347576,
2310,1457,ביתר עילית,מיועד למגורים,0,378030,עתידי/לא ידוע,5,2,1,1,3,3,0,1,4,4,0,0,1,2,4,2909.432234,378030.1312,3,7.935875352,
2311,408,פתח תקווה,תעשיה,0,1207067,תעשיה/מסחר/מתקנים,4,1,3,16,0,2,17,1,20,25,10,1,1,8,25,4601.382038,1207067.078,14,11.59836123,7900
2312,1075,ירושלים,מגורים,4667,486735,מגורים,1,0,3,36,6,9,30,0,39,37,7,3,0,23,37,3680.064879,486734.5195,21,43.14466954,3000
2313,26,תל אביב - יפו,פנאי ונופש,0,271146,פנאי/טבע/ספורט,3,0,0,10,2,2,6,1,10,15,3,0,0,5,15,3321.180273,271146.3882,8,29.50435761,5000
2314,1717,חיפה,מגורים,3728,521574,מגורים,1,0,0,10,3,1,9,0,10,14,3,1,0,10,14,3374.799709,521573.5058,8,15.3382024,4000
2315,668,נתניה,מגורים,2790,233586,מגורים,1,1,6,34,33,4,20,15,41,44,5,1,2,20,44,2151.025373,233586.4197,36,154.1185487,7400
2316,2280,חדרה,בית חולים,0,354195,מוסדי/ציבורי,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738.594784,354195.2389,0,0,6500
